编码,项目名称,对应的手术名称,"计价
单位",价格（元）,,
331001023,贲门癌扩大根治术,贲门部分切除伴食管-胃吻合术,次,5250,4730,4200
331002002,胃出血切开缝扎止血术,胃切开止血术,次,2960,2660,2370
331002003,近端胃大部切除术,胃部分切除术,次,3890,3500,3110
331002004,远端胃大部切除术,胃部分切除术,次,2800,2520,2240
331002007,胃癌姑息切除术,胃病损切除术,次,2670,2400,2140
331002008,全胃切除术,全胃切除术,次,4940,4450,3950
331002009,胃肠造瘘术,内镜下经皮胃-空肠造瘘术,次,1320,1190,1060
331002010,胃扭转复位术,胃扭转复位术,次,1130,1020,905
331002011,胃肠穿孔修补术,胃溃疡穿孔修补术，肠穿孔修补术,次,1980,1780,1580
331002013,胃迷走神经切断术,迷走神经切断术,次,2390,2150,1910
331002014,幽门成形术,幽门成形术,次,1580,1420,1260
331002016,胃减容术,垂直绑带式胃减容术(VGB),次,4410,3970,3530
331003001,十二指肠憩室切除术,十二指肠憩室切除术,次,3350,3010,2680
331003002,十二指肠成形术,十二指肠成形术,次,2820,2540,2260
331003003,壶腹部肿瘤局部切除术,法特氏壶腹病损切除术,次,3840,3460,3070
331003005,小儿原发性肠套叠手术复位,肠套叠复位术,次,1760,1580,1410
331003006,肠扭转肠套叠复位术,小肠扭转复位术，肠套叠复位术,次,2120,1910,1700
331003008,肠粘连松解术,肠粘连松解术,次,2120,1910,1700
331003010,小肠移植术,自体小肠移植术,次,待定,,
331003011,肠造瘘还纳术,空肠造口还纳术,次,1980,1780,1580
331003012,肠瘘切除术,小肠腹壁瘘切除术,次,2120,1910,1700
331003013,肠排列术(固定术),小肠排列术,次,2650,2390,2120
331003017,结肠造瘘(Colostomy)术,结肠造口术,次,2120,1910,1700
331003018,全结肠切除吻合术,全结肠直肠(包括肛门)切除术,次,4380,3940,3500
331003019,先天性巨结肠切除术,巨结肠切除术,次,3840,3460,3070
331003022,阑尾切除术,阑尾切除术,次,1320,1190,1060
331003023,肠吻合术,肠吻合术,次,2120,1910,1700
331004001,直肠出血缝扎术,内镜下直肠出血止血术,次,790,710,630
331004002,直肠良性肿物切除术,直肠病损切除术,次,1390,1250,1110
331004003,经内镜直肠良性肿物切除术,内镜下直肠病损切除术,次,1410,1270,1130
331004004,直肠狭窄扩张术,直肠狭窄切开术,次,680,610,545
331004010,经骶尾部直肠癌切除术,经骶尾直肠病损切除术,次,4730,4260,3780
331004011,经腹会阴直肠癌根治术(Miles手术),腹会阴直肠切除术、开放性腹会阴直肠切除术、肛提肌外腹会阴直肠联合切除术、其他腹会阴直肠切除术,次,4900,4410,3920
331004012,经腹直肠癌根治术(Dixon手术),直肠前切除术、低位直肠前切除术、超低位直肠前切除术,次,4550,4100,3640
331004015,直肠脱垂悬吊术,直肠脱垂悬吊术,次,1700,1530,1360
331004016,经肛门直肠脱垂手术,直肠脱垂手法复位术,次,1130,1020,905
331004018,直肠粘膜环切术,直肠黏膜下环切术、经肛门直肠黏膜环切术,次,1280,1150,1020
331004021,低位肛瘘切除术,肛瘘结扎术,次,530,475,425
331004022,高位肛瘘切除术,肛瘘结扎术,次,790,710,630
331004025,肛门内括约肌侧切术,肛门括约肌切开术,次,925,835,740
331004026,肛门成形术,肛门成形术,次,1950,1760,1560
331004027,腹会阴肛门成形术,经会阴肛门成形术,次,2100,1890,1680
331004028,尾路肛门成形术,肛门成形术,次,1950,1760,1560
331004029,会阴肛门成形术,经会阴肛门成形术,次,1950,1760,1560
331004032,肛门括约肌再造术,肛门括约肌成形术,次,850,765,680
331004033,肛管皮肤移植术,肛管皮肤移植术,次,1130,1020,905
331004035,经肛门内窥镜微创手术,经肛门内镜下直肠病变微创手术[TEM],次,1350,1215,1080
331005003,经腹腔镜肝脓肿引流术,腹腔镜下肝脓肿切开引流术,次,1700,1530,1360
331005005,经腹腔镜肝囊肿切除术,腹腔镜下肝病损切除术,次,3530,3180,2820
331005006,肝内病灶清除术,肝病损切除术,次,2270,2040,1820
331005008,开腹肝动脉化疗泵置放术,化疗泵置入术,次,1420,1280,1140
331005011,开腹肝动脉栓塞术,经导管肝动脉栓塞术,次,1420,1280,1140
331005013,肝部分切除术,部分肝切除术,次,3150,2840,2520
331005014,肝左外叶切除术,肝叶切除术,次,3500,3150,2800
331005015,半肝切除术,右半肝切除术，左半肝切除术,次,5080,4570,4060
331005016,肝三叶切除术,肝叶切除术,次,4940,4450,3950
331005018,肝移植术,自体肝移植术,次,14110,12700,11290
331005019,移植肝切除术+再移植术,同种异体原位肝移植术,次,17640,15880,14110
331005021,肝门部肿瘤支架管外引流术,内镜下胆道内支架成形术,次,4410,3970,3530
331005022,肝内胆管U形管引流术,肝内胆管引流术,次,3530,3180,2820
331005023,肝内异物取出术,腹腔镜下肝异物去除术,次,3170,2850,2540
331005024,肝实质切开取石术,肝管切开取石术,次,3530,3180,2820
331006001,胆囊肠吻合术,胆囊肠吻合术,次,3000,2700,2400
331006002,胆囊切除术,胆囊切除术,次,1790,1610,1430
331006003,胆囊造瘘术,胆囊造口术,次,1320,1190,1060
331006004,高位胆管癌根治术,胆管病损切除术,次,5430,4890,4340
331006007,肝动脉结扎术,肝动脉结扎术,次,1760,1580,1410
331006008,胆管修补成形术,胆管修补术,次,3500,3150,2800
331006009,胆总管囊肿外引流术,胆总管切开引流术,次,1450,1310,1160
331006011,胆总管探查T管引流术,胆总管探查术+胆总管切开引流术,次,2550,2300,2040
331006012,胆总管探查T管引流术,胆总管探查术+胆总管切开引流术,次,2550,2300,2040
331006017,开腹经胆道镜取石术,胆道镜下胆管取石术,次,2800,2520,2240
331007001,胰腺穿刺术,胰腺穿刺活检,次,1190,1070,950
331007002,胰腺修补术,胰腺修补术,次,2100,1890,1680
331007003,胰腺囊肿内引流术,胰囊肿内引流术,次,2240,2020,1790
331007004,胰腺囊肿外引流术,胰腺囊肿引流术,次,1700,1530,1360
331007005,胰管切开取石术,胰管括约肌切开取石术,次,3520,3170,2820
331007006,胰十二指肠切除术（Whipple手术）,腹腔镜下胰十二指肠切除术,次,5960,5360,4770
331007007,胰体尾切除术,胰体尾切除术,次,4550,4100,3640
331007008,全胰腺切除术,全胰切除术,次,5610,5050,4490
331007012,胰腺假性囊肿内引流术,胰腺囊肿引流术,次,2800,2520,2240
331007014,异体供胰切除术,异位胰腺切除术,次,待定,,
331007015,胰腺移植术,胰腺移植,次,待定,,
331007016,异位异体移植胰腺切除术,异位胰腺切除术,次,待定,,
331007017,胰岛细胞移植术,胰岛细胞移植,次,待定,,
331007018,胰腺周围神经切除术,周围神经切除术,次,3530,3180,2820
331008001,腹股沟疝修补术,单侧腹股沟疝修补术，双侧腹股沟疝修补术,单侧,1320,1190,1060
331008003,充填式无张力疝修补术,腹壁切口疝无张力修补术,单侧,1320,1190,1060
331008004,脐疝修补术,脐疝修补术,次,1320,1190,1060
331008005,腹壁切口疝修补术,腹壁切口疝无张力修补术,次,2550,2300,2040
331008006,会阴疝修补术,会阴疝无张力修补术,次,1560,1400,1250
331008007,脐瘘切除+修补术,脐肠瘘切除术,次,1420,1280,1140
331008008,剖腹探查术,开腹探查术,次,1580,1420,1260
331008009,开腹腹腔内脓肿引流术,腹腔脓肿切开引流术,次,1700,1530,1360
331008011,腹腔窦道扩创术,腹壁窦道扩创术,次,1450,1310,1160
331008012,腹腔内肿物切除术,腹腔病损切除术,次,2120,1910,1700
331008015,腹膜后肿瘤切除术,腹膜后病损切除术,次,3500,3150,2800
331008017,腹壁肿瘤切除术,腹壁病损切除术,次,1280,1150,1020
331008018,腹壁整形术,腹壁整形术,次,2120,1910,1700
331008019,脐整形术,脐整形术,次,2120,1910,1700
331008020,先天性脐膨出修补术,脐膨出修补术,次,1700,1530,1360
331008021,先天性腹壁裂修补术,腹壁裂伤缝合术,次,2120,1910,1700
331008022,腹壁缺损修复术,腹壁裂伤缝合术,次,1420,1280,1140
331008023,门静脉切开取栓术,门静脉取栓术,次,3500,3150,2800
331008027,经胸食管胃静脉结扎术,内镜下胃静脉曲张结扎术,次,4230,3810,3380
331101001,肾破裂修补术,肾裂伤修补术,次,2270,2040,1820
331101002,肾固定术,肾固定术,次,2270,2040,1820
331101003,肾折叠术,肾折叠术,次,1670,1500,1340
331101004,肾包膜剥脱术,肾包膜剥脱术,次,1280,1150,1020
331101005,肾周围淋巴管剥脱术,肾周围淋巴管剥脱术,次,2380,2140,1900
331101006,肾周围粘连分解术,肾周围粘连松解术,次,1980,1780,1580
331101008,肾切除术,单侧肾切除术，双侧肾切除术,次,2270,2040,1820
331101009,肾部分切除术,部分肾切除术,次,3170,2850,2540
331101012,融合肾分解术,融合肾离断术,次,3530,3180,2820
331101013,肾实质切开造瘘术,肾造口术,次,1940,1750,1550
331101014,肾囊肿切除术,肾囊肿切除术,次,2290,2060,1830
331101016,肾切开取石术,肾切开取石术,次,2820,2540,2260
331101018,自体肾移植术,自体肾移植术,次,6170,5550,4940
331101019,异体肾移植术,肾异体移植术,次,6350,5720,5080
331101020,异体供肾取肾术,供肾取肾术,次,2700,2430,2160
331101021,供体肾修复术,供体肾修整术,次,850,770,680
331101022,移植肾探查术,移植肾探查术,次,2550,2300,2040
331101023,移植肾肾周血肿清除术,肾血肿清除术,次,2270,2040,1820
331101024,离体肾取石术,肾切开取石术,次,5650,5090,4520
331102002,肾盂成形肾盂输尿管再吻合术,腹腔镜下肾盂输尿管吻合术,次,2550,2300,2040
331102004,肾下盏输尿管吻合术,腹腔镜下肾盏-输尿管吻合术,次,3710,3340,2970
331102005,肾盂输尿管成形术,肾盂输尿管成形术,次,2820,2540,2260
331102006,肾盂输尿管成形术,肾盂输尿管成形术,次,2400,2160,1920
331102007,输尿管切开取石术,输尿管切开取石术,次,2120,1910,1700
331102008,输尿管损伤修补术,输尿管裂伤缝合术,次,2120,1910,1700
331102010,输尿管开口囊肿切除术,输尿管口囊肿切除术,次,1840,1660,1470
331102011,输尿管残端切除术,腹腔镜下输尿管残端切除术,次,1700,1530,1360
331102013,输尿管皮肤造口术,回肠输尿管皮肤造口术,次,2120,1910,1700
331102014,输尿管乙状结肠吻合术,输尿管-乙状结肠吻合术,次,2270,2040,1820
331102015,输尿管松解术,输尿管狭窄松解术,次,2470,2220,1980
331102018,肠管代输尿管术,肠管代输尿管术,次,3890,3500,3110
331102019,膀胱瓣代输尿管术,膀胱瓣代输尿管术,次,2700,2430,2160
331102020,输尿管肿瘤切除术,输尿管病损切除术,次,新增项目,,
331103001,膀胱切开取石术,膀胱切开取石术,次,1320,1190,1060
331103002,膀胱憩室切除术,膀胱憩室切除术,次,1840,1660,1470
331103003,膀胱部分切除术,部分膀胱切除术,次,2120,1910,1700
331103005,膀胱造瘘术,膀胱造口术,次,1190,1070,950
331103006,根治性膀胱全切除术,根治性膀胱切除术,次,4380,3940,3500
331103007,膀胱尿道全切除术,膀胱尿道全切除术,次,4730,4260,3780
331103010,可控性回肠膀胱术,可控回肠膀胱术,次,1940,1750,1550
331103011,回肠扩大膀胱术,回肠浆肌层膀胱扩大术,次,3170,2850,2540
331103013,胃代膀胱术,胃代膀胱术,次,3530,3180,2820
331103015,膀胱瘘管切除术,膀胱瘘修补术,次,1700,1530,1360
331103016,膀胱破裂修补术,膀胱裂伤缝合术,次,1850,1670,1480
331103017,膀胱膨出修补术,膀胱膨出修补术,次,2270,2040,1820
331103018,膀胱外翻成形术,膀胱外翻修补术,次,2270,2040,1820
331103019,膀胱阴道瘘修补术,膀胱阴道瘘修补术,次,3530,3180,2820
331103020,膀胱颈部Y—V成形术,膀胱颈V-Y型成形术,次,1980,1780,1580
331103021,膀胱颈重建术,膀胱颈重建术,次,1980,1780,1580
331103022,膀胱颈悬吊术,膀胱颈悬吊术,次,2120,1910,1700
331103024,脐尿管瘘切除术,膀胱脐尿管瘘切除术,次,1980,1780,1580
331103025,经膀胱镜膀胱颈电切术,经尿道膀胱颈电切术,次,3170,2850,2540
331103027,经尿道膀胱碎石取石术,经尿道膀胱镜膀胱碎石钳碎石术,次,2840,2560,2270
331103028,脐尿管肿瘤切除术,脐尿管病损切除术,次,2550,2300,2040
331104001,尿道修补术,尿道修补术,次,2270,2040,1820
331104002,尿道折叠术,尿道折叠术,次,1420,1280,1140
331104003,尿道会师术,尿道会师术,次,1700,1530,1360
331104004,前尿道吻合术,尿道吻合术,次,1840,1660,1470
331104005,尿道切开取石术,尿道切开取石术,次,1420,1280,1140
331104006,尿道瓣膜电切术,膀胱镜下后尿道瓣膜电切术,次,1840,1660,1470
331104007,尿道狭窄瘢痕切除术,尿道狭窄切除术,次,2120,1910,1700
331104008,尿道良性肿物切除术,尿道病损切除术,次,1320,1190,1060
331104009,尿道憩室切除术,膀胱憩室切除术,次,1560,1400,1250
331104010,尿道旁腺囊肿摘除术,尿道旁腺病损切除术,次,1390,1250,1110
331104012,重复尿道切除术,尿道切除术,次,1980,1780,1580
331104013,尿道重建术,尿道其他重建术,次,2270,2040,1820
331104014,尿道阴道瘘修补术,尿道阴道瘘修补术,次,2550,2300,2040
331104015,尿道直肠瘘修补术,尿道直肠瘘修补术,次,2550,2300,2040
331104016,会阴阴囊皮瓣尿道成型术,会阴阴囊皮瓣尿道成形术,次,1390,1250,1110
331104017,尿道会阴造口术,尿道会阴造口术,次,1700,1530,1360
331104018,尿道瘘修补术,尿道瘘修补术,次,1720,1550,1380
331104019,尿道瓣膜切除成形术,尿道瓣膜切除术,次,1700,1530,1360
331104021,尿道外口整形术,尿道口成形术,次,1060,950,850
331104023,尿道下裂Ⅰ期成形术,尿道下裂Ⅰ期成形术,次,2120,1910,1700
331104024,尿道下裂Ⅱ期成形术,尿道下裂Ⅱ期成形术,次,2120,1910,1700
331104025,尿道下裂阴茎下弯矫治术,尿道下裂修补术,次,1700,1530,1360
331104026,尿道下裂修复术,尿道下裂修补术,次,2270,2040,1820
331104027,尿道上裂修复术,尿道上裂修补术,次,2270,2040,1820
331201002,耻骨上前列腺切除术,耻骨上前列腺切除术,次,2270,2040,1820
331201003,耻骨后前列腺切除术,耻骨后前列腺切除术,次,2270,2040,1820
331201005,前列腺脓肿切开术,前列腺脓肿引流术,次,1420,1280,1140
331201006,经尿道前列腺电切术,经尿道前列腺等离子电切术,次,3170,2850,2540
331201009,精囊肿物切除术,精囊囊肿切除术,次,2270,2040,1820
331202002,阴囊脓肿引流术,阴囊切开引流术,次,595,535,475
331202004,阴囊肿物切除术,阴囊病损切除术,次,630,570,505
331202006,睾丸鞘膜翻转术,睾丸鞘膜翻转术,单侧,1420,1280,1140
331202007,交通性鞘膜积液修补术,睾丸鞘膜积液切除术,单侧,1420,1280,1140
331202008,睾丸附件扭转探查术,睾丸附件扭转复位术,单侧,1190,1070,950
331202010,睾丸固定术,睾丸固定术,单侧,1420,1280,1140
331202011,睾丸切除术,单侧睾丸切除术，双侧睾丸切除术,单侧,790,710,630
331202013,自体睾丸移植术,睾丸移植术,次,3890,3500,3110
331202014,经腹腔镜隐睾探查术,腹腔镜下隐睾探查术,单侧,2120,1910,1700
331202015,两性畸型剖腹探查术,开腹探查术,次,2120,1910,1700
331203001,附睾切除术,附睾切除术,次,1060,955,850
331203002,输精管附睾吻合术,附睾输精管吻合术,单侧,1420,1280,1140
331203004,精索静脉瘤切除术,精索病损切除术,次,1130,1020,900
331203006,精索静脉曲张高位结扎术,精索静脉高位结扎术,单侧,1130,1020,905
331203008,输精管结扎术,输精管结扎术,次,630,570,500
331203009,输精管粘堵术,输精管结扎术,次,660,595,530
331203010,输精管痛性结节切除术,输精管病损切除术,次,660,595,530
331203011,输精管吻合术,输精管吻合术,单侧,1060,955,850
331203013,经尿道射精管切开术,经尿道射精管切开术,次,850,765,680
331203014,血管多普勒显微镜精索静脉结扎术,精索静脉高位结扎术,次,新增项目,,
331204002,包皮环切术,包皮环切术,次,630,565,505
331204005,阴茎再植术,阴茎再植术,次,3170,2850,2540
331204006,阴茎囊肿切除术,阴茎病损切除术,次,790,710,630
331204007,阴茎部分切除术,阴茎部分切除术,次,1560,1400,1250
331204008,阴茎全切术,阴茎全部切除术,次,1840,1660,1470
331204010,阴茎重建成形术,阴茎重建术,次,3170,2850,2540
331204011,阴茎再造术,阴茎再植术,次,3500,3150,2800
331204012,阴茎假体置放术,膨胀性阴茎假体置入术,次,2960,2660,2370
331204014,阴茎延长术,阴茎延长术,次,价格放开,,
331204017,阴茎血管重建术,阴茎重建术,次,1060,955,850
331204018,阴茎海绵体分离术,阴茎海绵体分流术,次,1560,1400,1250
331204019,阴茎静脉结扎术,阴茎静脉结扎术,次,1280,1150,1020
331301001,经阴道卵巢囊肿穿刺术,经阴道卵巢囊肿穿刺术,单侧,715,645,570
331301002,卵巢囊肿剔除术,卵巢脓肿切开引流术,单侧,1420,1280,1140
331301003,卵巢修补术,卵巢其他修补术,单侧,1420,1280,1140
331301004,卵巢楔形切除术,卵巢楔形切除术,单侧,1320,1190,1060
331301005,卵巢切除术,单侧卵巢切除术，双侧卵巢切除术,单侧,1320,1190,1060
331301007,卵巢癌探查术,卵巢切开探查术,次,1420,1280,1140
331301008,卵巢输卵管切除术,双侧输卵管切除术,单侧,1420,1280,1140
331301010,卵巢移植术,卵巢移植术,单侧,4550,4100,3640
331302001,输卵管结扎术,双侧输卵管结扎术、单侧输卵管结扎术,次,790,710,630
331302002,显微外科输卵管吻合术,输卵管输卵管吻合术,次,1950,1760,1560
331302004,输卵管切除术,双侧输卵管切除术、经阴道单侧输卵管切除术、经阴道双侧输卵管切除术、单侧输卵管全部切除术,次,1320,1190,1060
331302005,输卵管移植术,输卵管移植术,次,2800,2520,2240
331302009,输卵管宫角植入术,输卵管子宫角植入术,次,1950,1760,1560
331303001,宫颈息肉切除术,子宫颈病损切除术、子宫内膜病损切除术,次,255,230,205
331303002,宫颈肌瘤剔除术,子宫颈肌瘤切除术,次,2120,1910,1700
331303004,宫颈锥形切除术,子宫颈锥形切除术,次,1300,1170,1040
331303005,宫颈环形电切术,子宫颈环形电切术,次,1270,1140,1020
331303008,曼氏手术,子宫颈部分切除术（阴式）[曼氏手术],次,1950,1760,1560
331303010,子宫修补术,子宫修补术,次,1320,1190,1060
331303011,经腹子宫肌瘤剔除术,子宫肌瘤切除术,次,2650,2390,2120
331303012,子宫次全切除术,子宫次全切除术,次,2120,1910,1700
331303013,阴式全子宫切除术,腹腔镜经腹全子宫切除术,次,2960,2660,2370
331303014,腹式全子宫切除术,腹腔镜经腹全子宫切除术,次,2100,1890,1680
331303015,全子宫+双附件切除术,经腹全子宫切除术+双侧输卵管卵巢切除术,次,2240,2020,1790
331303016,次广泛子宫切除术,子宫次广泛切除术+双侧输卵管卵巢切除术,次,2820,2540,2260
331303017,广泛性子宫切除+盆腹腔淋巴结清除术,子宫广泛性切除术+盆腔淋巴结清扫术+双侧输卵管卵巢切除术,次,5290,4760,4230
331303020,开腹取环术,取出子宫内避孕装置,次,1420,1280,1140
331303022,子宫动脉结扎术,子宫动脉结扎术,次,1130,1020,905
331303023,子宫悬吊术,腹腔镜子宫悬吊术,次,1320,1190,1060
331303024,子宫内翻复位术,内翻子宫手法复位,次,1420,1280,1140
331303025,盆腔巨大肿瘤切除术,盆腔病损切除术,次,2780,2500,2220
331303026,阔韧带内肿瘤切除术,阔韧带病损切除术,次,2240,2020,1790
331303030,宫颈悬吊术,子宫颈悬吊术,次,1280,1150,1020
331303031,子宫内膜异位病灶切除术,子宫内膜病损切除术,次,新增项目,,
331303032,子宫瘢痕憩室修补术,子宫瘢痕妊娠清除术,次,新增项目,,
331303033,宫腔镜瘢痕妊娠病灶电切术,宫腔镜下子宫瘢痕妊娠清除术,次,新增项目,,
331304001,阴道异物取出术,阴道内异物去除,次,1280,1150,1020
331304002,阴道裂伤缝合术,阴道裂伤缝合术,次,1190,1070,950
331304003,阴道扩张术,阴道扩张术,次,530,475,425
331304004,阴道疤痕切除术,阴道病损切除术,次,1030,925,825
331304006,阴道闭锁切开术,阴道闭锁切开术,次,1130,1020,905
331304007,阴道良性肿物切除术,阴道病损切除术,次,1060,955,850
331304008,阴道成形术,阴道成形术,次,3530,3180,2820
331304009,阴道直肠瘘修补术,膀胱阴道直肠瘘修补术,次,2650,2390,2120
331304011,阴道前后壁修补术,阴道前后壁修补术,次,1690,1520,1350
331304013,后穹窿损伤缝合术,后穹窿裂伤缝合术,次,1280,1150,1020
331304015,全阴道切除术,阴道切除术,次,3530,3180,2820
331305001,外阴损伤缝合术,外阴裂伤缝合术,次,890,800,710
331305002,陈旧性会阴裂伤修补术,会阴裂伤缝合术,次,1100,990,880
331305003,陈旧性会阴Ⅲ度裂伤缝合术,会阴裂伤缝合术,次,2120,1910,1700
331305004,外阴脓肿切开引流术,外阴切开引流术,次,610,550,490
331305005,外阴良性肿物切除术,外阴病损切除术,次,1060,955,850
331305006,阴蒂肥大整复术,阴蒂手术,次,价格放开,,
331305007,阴蒂短缩成型术,阴蒂成形术,次,850,765,680
331305008,单纯性外阴切除术,外阴单纯切除术,次,1420,1280,1140
331305009,外阴局部扩大切除术,外阴根治性局部扩大切除术,次,1180,1060,945
331305010,外阴广泛切除+淋巴结清除术,外阴广泛性切除术,次,4940,4450,3950
331305012,前庭大腺囊肿造口术,前庭大腺造口术,次,790,710,630
331305013,前庭大腺囊肿切除术,前庭大腺囊肿切开术,次,790,710,630
331305014,处女膜切开术,处女膜切开术,次,395,355,315
331305015,处女膜修复术,处女膜缝合术,次,价格放开,,
331305017,变性术,变性手术(男变女),次,7940,7150,6350
331306001,经腹腔镜取卵术,腹腔镜下卵巢穿刺取卵术,次,2840,2560,2270
331306002,经腹腔镜盆腔粘连分离术,腹腔镜下盆腔粘连松解术,次,1700,1530,1360
331306003,宫腔镜检查,宫腔镜检查,次,490,440,390
331306004,经宫腔镜取环术,宫腔镜子宫内避孕器取出术,次,790,710,630
331306008,经宫腔镜子宫肌瘤切除术,宫腔镜子宫病损切除术,次,2120,1910,1700
331306009,经宫腔镜子宫内膜剥离术,宫腔镜子宫内膜切除术,次,2120,1910,1700
331400001,人工破膜术,人工破膜引产,次,125,115,100
331400008,外倒转术,胎位外倒转术,次,255,230,205
331400009,内倒转术,内倒转助产,次,395,355,315
331400010,手取胎盘术,手取胎盘,次,200,180,160
331400012,剖宫产术,古典式剖宫产,次,1260,1130,1010
331400016,腹腔妊娠取胎术,腹腔妊娠剖宫产术,次,1250,1120,1000
331400017,选择性减胎术,选择性减胎术,次,价格放开,,
331400018,子宫颈裂伤修补术,子宫颈裂伤缝合术,次,265,240,210
331400019,子宫颈管环扎术 (Mc-Donald),子宫颈环扎术[McDonald手术],次,1060,955,850
331501004,胸椎肿瘤切除术,胸椎病损切除术,次,4280,3850,3420
331501006,前路腰椎肿瘤切除术,腰椎病损切除术,次,4280,3850,3420
331501011,骶骨肿瘤骶骨部分切除术,骶骨部分切除术,次,4280,3850,3420
331501013,骶骨肿瘤骶骨全切除及骶骨重建术,骶骨全部切除术,次,4730,4260,3780
331501015,半骨盆切除术,半侧骨盆截断术,次,4940,4450,3950
331501017,髂窝脓肿切开引流术,髂窝脓肿切开引流术,次,1000,900,800
331501019,颈椎间盘切除术,颈椎间盘切除术,次,2960,2660,2370
331501024,后入路环枢椎植骨融合术,寰-枢椎再融合术，后入路,次,3890,3500,3110
331501025,后入路环枢减压植骨融合固定术,颈后入路寰枢椎复位内固定术,次,4280,3850,3420
331501029,胸椎融合术,胸椎融合术，后入路,次,4200,3780,3360
331501032,胸腰椎骨折切开复位内固定术,胸椎骨折切开复位内固定术,次,4550,4100,3640
331501033,经胸腹联合切口胸椎间盘切除术,椎间盘切除术,次,3840,3460,3070
331501036,椎管扩大减压术,椎板切开减压术,每节,4230,3810,3380
331501037,椎管扩大成形术,椎管扩大成形术，单开门，椎管扩大成形术，双开门,次,3500,3150,2800
331501039,经皮激光腰椎间盘摘除术,腰椎间盘切除术,次,2120,1910,1700
331501040,后路腰椎间盘镜椎间盘髓核摘除术(MED),经皮腰椎间盘髓核切吸术,每节,3530,3180,2820
331501046,骨盆骨折切开复位内固定术,骨盆骨折切开复位螺钉内固定术,次,4940,4450,3950
331501054,脊柱内固定物取出术,脊柱内固定装置去除术,次,1980,1780,1580
331501055,滑板椎弓根钉复位植骨内固定术,经皮椎弓根钉内固定术,次,3840,3460,3070
331501056,经皮穿刺颈腰椎间盘切除术,椎间盘切除术,"每节
间盘",1420,1280,1140
331501057,人工椎间盘植入术,人工椎间盘置换,次,3170,2850,2540
331501060,人工椎体置换术,人工椎间盘置换,每椎体,4410,3970,3530
331501061,腰椎间盘镜下纤维环缝合术,腰椎间盘纤维环缝合术,次,新增项目,,
331501065,斜外侧入路椎间融合术,前外侧入路胸腰椎融合术,次,新增项目,,
331502002,臂丛神经损伤神经探查松解术,臂丛神经松解术,次,2960,2660,2370
331502003,臂丛神经损伤游离神经移植术,异体神经移植修复臂丛神经术,次,3320,2990,2660
331502008,神经瘤切除术,交感神经瘤切除术,次,2120,1910,1700
331502009,周围神经嵌压松解术,周围神经松解术,次,1390,1250,1110
331502010,坐骨神经松解术,坐骨神经松解术,次,2120,1910,1700
331502011,闭孔神经切断术,闭孔神经切断术,次,1390,1250,1110
331502012,闭孔神经内收肌切断术,闭孔神经切断术,次,1690,1520,1350
331502015,骶神经松解减压术,骶神经松解术,次,新增项目,,
331503001,肩胛骨肿瘤肩胛骨全切除重建术,肩胛骨，锁骨和胸廓［肋骨和胸骨］全部切除术,次,4230,3810,3380
331503002,锁骨肿瘤锁骨全切除术,锁骨全部切除术,次,2550,2300,2040
331503003,肱骨肿瘤切除及骨重建术,肱骨全部切除术,次,4940,4450,3950
331503006,髂骨翼肿瘤切除术,髂骨病损切除术,次,2550,2300,2040
331503007,髌骨肿瘤截除术,髂骨病损切除术,次,1740,1570,1390
331503008,耻骨与坐骨肿瘤切除术,坐骨耻骨切开术,次,2380,2140,1900
331503009,股骨上端肿瘤切除人工股骨头置换术,人工股骨头置换术,次,4940,4450,3950
331503010,股骨干肿瘤全股骨切除人工股骨置换术,人工股骨头置换术,次,4940,4450,3950
331503011,股骨干肿瘤段切除与重建术,股骨病损切除术,次,4280,3850,3420
331503018,跟骨肿瘤病灶刮除术,跟骨病损切除术,次,1250,1120,1000
331503020,坐骨结节囊肿摘除术,坐骨病损切除术,次,1980,1780,1580
331504002,骶髂关节结核病灶清除术,骶髂关节病损切除术,次,2380,2140,1900
331504003,髋关节结核病灶清除术,髋关节病损切除术,次,2380,2140,1900
331504004,膝关节结核病灶清除术,膝关节病损切除术,次,2380,2140,1900
331504005,踝关节结核病灶清除+关节融合术,踝关节病损切除术,次,2380,2140,1900
331505001,锁骨骨折切开复位内固定术,锁骨骨折切开复位内固定术,次,1300,1170,1040
331505002,肱骨近端骨折切开复位内固定术,肱骨骨折切开复位内固定术,次,1820,1640,1460
331505003,肱骨干骨折切开复位内固定术,肱骨骨折切开复位内固定术,次,1450,1310,1160
331505004,肱骨骨折切开复位内固定术,肱骨骨折切开复位内固定术,次,1700,1530,1360
331505005,肱骨内外髁骨折切开复位内固定术,肱骨骨折切开复位内固定术,次,1840,1660,1470
331505006,尺骨鹰嘴骨折切开复位内固定术,尺骨骨折切开复位钢板内固定术,次,1300,1170,1040
331505007,桡骨头切除术,桡骨头切除术,次,1060,955,850
331505008,桡骨头骨折切开复位内固定术,桡骨骨折切开复位内固定术,次,1420,1280,1140
331505010,桡尺骨干骨折切开复位内固定术,桡骨骨折切开复位内固定术,次,1980,1780,1580
331505013,股骨颈骨折闭合复位内固定术,股骨骨折闭合性复位术伴内固定,次,2120,1910,1700
331505014,股骨颈骨折切开复位内固定术,股骨骨折切开复位内固定术,次,2240,2020,1790
331505015,股骨颈骨折切开复位内固定+带血管蒂或肌蒂骨移植术,股骨骨折切开复位内固定术,次,3840,3460,3070
